"Product name"|"Product code"|"Unit price"|"Supplier"|"Profit margin"
"Floor Soap   "|"23749"|"10.95"|"Little Tree Labs"|"32.00"
"Delicate   "|"23750"|"13.25"|"Supply Everything Inc."|"22.00"
"Delicate   "|"23751"|"31.70"|"Supply Everything Inc."|"11.00"
"Toilet Cleaner Ocean Waves   "|"23752"|"6.89"|"Supply Everything Inc."|"17.00"
"Toilet Cleaner Pine Fresh   "|"23753"|"4.75"|"Supply Everything Inc."|"23.00"
"Delicate   "|"23754"|"11.00"|"Supply Everything Inc."|"15.00"
"Toilet Cleaner Pine Fresh   "|"23755"|"8.40"|"Supply Everything Inc."|"19.00"
"Antibacterial Wipes - sml   "|"23756"|"10.75"|"Supply Everything Inc."|"31.00"
"All Purpose Cleaner   "|"23757"|"10.40"|"Supply Everything Inc."|"17.00"
"Antibacterial Wipes - lge   "|"23758"|"10.00"|"Supply Everything Inc."|"32.00"
"All Purpose Cleaner   "|"23759"|"20.25"|"Supply Everything Inc."|"16.00"
"All Purpose Cleaner - small Bag-in-Box   "|"23760"|"8.25"|"Supply Everything Inc."|"21.00"
"Biological Washing Powder + bleach & fragrance   "|"23761"|"16.35"|"Supply Everything Inc."|"15.00"
"Med. Non-Bio W/Pdr + bleach  & fragrance    "|"23762"|"15.35"|"Supply Everything Inc."|"19.00"
"Lge. Non-Bio W/Pdr + bleach & fragrance   "|"23763"|"26.00"|"Supply Everything Inc."|"23.00"
"Sml. Non-Bio W/Pdr + bleach  & fragrance    "|"23764"|"13.80"|"Supply Everything Inc."|"15.00"
"Non-Bio W/Pdr - original no bleach   "|"23765"|"14.25"|"Supply Everything Inc."|"5.00"
"Laundry Washing Tablets   "|"23766"|"18.30"|"Supply Everything Inc."|"34.00"
"Stain Remover   "|"23767"|"15.10"|"Supply Everything Inc."|"8.00"
"Bathroom Cleaner   "|"23768"|"9.25"|"Supply Everything Inc."|"22.00"
"Cream Cleaner   "|"23769"|"9.75"|"Supply Everything Inc."|"8.00"
"Multi Surface Spray   "|"23770"|"10.90"|"Little Tree Labs"|"37.00"
"Multi Surface Spray - refill   "|"23771"|"12.00"|"Little Tree Labs"|"32.00"
"Oven & Hob Cleaner   "|"23772"|"12.89"|"Supply Everything Inc."|"16.00"
"Window & Glass Cleaner Spray   "|"23773"|"10.65"|"Supply Everything Inc."|"30.00"
"Fabric Softener - Amongst the Flowers   "|"23774"|"7.40"|"Supply Everything Inc."|"11.00"
"Bag-in-Box Fabric Softener - Amongst the Flowers   "|"23775"|"6.20"|"Supply Everything Inc."|"25.00"
"Hand Cleaner - Heavy Duty   "|"23776"|"13.64"|"Supply Everything Inc."|"26.00"
"Laundry Bleach   "|"23777"|"7.94"|"Supply Everything Inc."|"24.00"
"Fabric Softener - Under the Sun   "|"23778"|"6.60"|"Supply Everything Inc."|"31.00"
"Bag-in-box Fabric Softener - Under the Sun   "|"23779"|"7.10"|"Supply Everything Inc."|"31.00"
"Limescale Remover Spray   "|"23780"|"14.10"|"Supply Everything Inc."|"35.00"
"Bag-in-Box Wash Up Liquid - Chamomile & Marigold   "|"23781"|"7.15"|"Supply Everything Inc."|"24.00"
"Wash Up Liquid - Chamomile & Marigold   "|"23782"|"15.30"|"Supply Everything Inc."|"35.00"
"Wash Up Liquid - Chamomile & Marigold   "|"23783"|"9.15"|"Supply Everything Inc."|"35.00"
"Wash Up Liquid - Lemon & Aloe Vera   "|"23784"|"8.54"|"Supply Everything Inc."|"32.00"
"Wash Up Liquid - Lemon & Aloe Vera   "|"23785"|"19.55"|"Supply Everything Inc."|"8.00"
"Bag-in-Box Wash Up Liquid - Lemon & Aloe Vera   "|"23786"|"8.10"|"Supply Everything Inc."|"3.00"
"Wash Up Liquid - Grapefruit & Green Tea   "|"23787"|"11.40"|"Fruit Fly Teas"|"38.00"
"Wash Up Liquid - Grapefruit & Green Tea   "|"23788"|"15.40"|"Fruit Fly Teas"|"36.00"
"Bag-in-Box Wash Up Liquid - Grapefruit & Green Tea   "|"23789"|"7.30"|"Fruit Fly Teas"|"27.00"
"All Purpose Cleaner   "|"23790"|"23.30"|"Supply Everything Inc."|"28.00"
"Fabric Softener - Amongst the Flowers   "|"23791"|"17.20"|"Supply Everything Inc."|"28.00"
"Wash Up Liquid - Lemon & Aloe Vera   "|"23792"|"20.20"|"Supply Everything Inc."|"33.00"
"Wash Up Liquid - Chamomile & Marigold   "|"23793"|"20.90"|"Supply Everything Inc."|"20.00"
"Laundry Liquid    "|"23794"|"29.20"|"Supply Everything Inc."|"25.00"
"Tap Dispenser for 15l bag-in-box - NON TRADE!   "|"23795"|"2.30"|"Supply Everything Inc."|"28.00"
"Techno Multi-Surface Cleaner   "|"23796"|"8.35"|"Little Tree Labs"|"29.00"
"Techno Glass & Interior Spray (half case)   "|"23797"|"11.05"|"Supply Everything Inc."|"27.00"
"Techno Glass & Interior Spray   "|"23798"|"5.95"|"Supply Everything Inc."|"4.00"
"Office Magic   "|"23799"|"5.35"|"Supply Everything Inc."|"5.00"
"Techno San Acid Cleaner for Washrooms   "|"23800"|"9.45"|"Supply Everything Inc."|"21.00"
"Techno Swan Acid Cleaner for Toilets (half case)   "|"23801"|"10.50"|"Supply Everything Inc."|"17.00"
"Techno Floor Cleaner   "|"23802"|"9.30"|"Supply Everything Inc."|"3.00"
"Techno Floor Forte    "|"23803"|"7.85"|"Supply Everything Inc."|"25.00"
"Zeppil Floor Cleaner   "|"23804"|"7.35"|"Supply Everything Inc."|"20.00"
"Flo Hand Wash (half case)   "|"23805"|"14.14"|"Supply Everything Inc."|"4.00"
"Flo Hand Wash   "|"23806"|"13.60"|"Supply Everything Inc."|"30.00"
"DB-Stop - drain unblocker (single)   "|"23807"|"3.05"|"Supply Everything Inc."|"4.00"
"A12 Alkaline Cleaner   "|"23808"|"12.50"|"Supply Everything Inc."|"30.00"
"A13 Alkaline Cleaner & Degreaser   "|"23809"|"12.25"|"Supply Everything Inc."|"16.00"
"D6 Conc Manual Wash-Up Liquid   "|"23810"|"22.15"|"Supply Everything Inc."|"7.00"
"D14 Dishwasher Machine Liquid   "|"23811"|"43.09"|"Supply Everything Inc."|"32.00"
"Techno Rinse - rinse aid   "|"23812"|"10.95"|"Supply Everything Inc."|"13.00"
"C9 Alkaline Spray (half case)   "|"23813"|"14.70"|"Supply Everything Inc."|"15.00"
"C9 Alkaline Spray   "|"23814"|"6.75"|"Supply Everything Inc."|"6.00"
"C13 Alkaline Cleaner for Cookers   "|"23815"|"7.65"|"Supply Everything Inc."|"21.00"
"30ml Dosing Pump for 5 litre bottle   "|"23816"|"0.00"|"Supply Everything Inc."|"20.00"
"Heavy Duty Cleaning Paste - biodegradable   "|"23817"|"2.50"|"Supply Everything Inc."|"4.00"
"Dry Cube - fabric conditioning device - twin pack   "|"23818"|"5.30"|"Supply Everything Inc."|"19.00"
"Refill Balls for Ecoballs®   "|"23819"|"8.64"|"Supply Everything Inc."|"26.00"
"Antibacterial Cloth    "|"23820"|"2.50"|"Supply Everything Inc."|"5.00"
"General Purpose Cloth   "|"23821"|"2.95"|"Supply Everything Inc."|"28.00"
"Four General Purpose Cloths   "|"23822"|"7.50"|"Supply Everything Inc."|"26.00"
"Two Dusters    "|"23823"|"2.30"|"Supply Everything Inc."|"29.00"
"Glass & Polishing Cloth   "|"23824"|"2.65"|"Supply Everything Inc."|"4.00"
"Two-Pack Glass & Polishing cloth    "|"23825"|"5.15"|"Supply Everything Inc."|"8.00"
"E-cloth Starter Kit - 4 cloths + glass cloth   "|"23826"|"8.10"|"Supply Everything Inc."|"8.00"
"Bathroom Pack   "|"23827"|"4.40"|"Supply Everything Inc."|"21.00"
"Kitchen Pack   "|"23828"|"3.80"|"Supply Everything Inc."|"33.00"
"Hob & Oven Pack   "|"23829"|"3.90"|"Supply Everything Inc."|"22.00"
"Mop with Deep Clean Head   "|"23830"|"7.95"|"Supply Everything Inc."|"27.00"
"Deep Clean Mop Head   "|"23831"|"3.60"|"Supply Everything Inc."|"33.00"
"Dusting Mop Head    "|"23832"|"3.95"|"Supply Everything Inc."|"19.00"
"Screen Cleaning Pack (cloth & spray)   "|"23833"|"4.55"|"Supply Everything Inc."|"11.00"
"Shower Pack   "|"23834"|"4.30"|"Supply Everything Inc."|"23.00"
"Water sprayer    "|"23835"|"1.70"|"Supply Everything Inc."|"6.00"
"Washing-up Pad   "|"23836"|"1.29"|"Supply Everything Inc."|"12.00"
"Window Cleaning Pack E-Cloth    "|"23837"|"5.35"|"Supply Everything Inc."|"26.00"
"E-cloth point of sale leaflet - foc   "|"23838"|"0.00"|"Supply Everything Inc."|"11.00"
"Tea Towel - ten assorted cloths   "|"23839"|"27.40"|"Fruit Fly Teas"|"42.00"
"Dishwasher Gel    "|"23840"|"15.54"|"Supply Everything Inc."|"5.00"
"Dishwasher Gel    "|"23841"|"23.05"|"Supply Everything Inc."|"13.00"
"Laundry Liquid    "|"23842"|"17.25"|"Supply Everything Inc."|"13.00"
"Laundry Liquid    "|"23843"|"15.35"|"Supply Everything Inc."|"12.00"
"Antibacterial Washing Up Liquid    "|"23844"|"10.04"|"Supply Everything Inc."|"27.00"
"Antibacterial Washing Up Liquid    "|"23845"|"13.85"|"Supply Everything Inc."|"6.00"
"Bathroom Anti-Bacterial Spray Cleaner   "|"23846"|"15.39"|"Supply Everything Inc."|"28.00"
"Multi Surface Anti-Bacterial Spray Cleaner   "|"23847"|"11.79"|"Little Tree Labs"|"20.00"
"Anti-Bacterial Cleaning Wipes   "|"23848"|"24.75"|"Supply Everything Inc."|"26.00"
"Soapnuts - single bag - 100 washes   "|"23849"|"8.00"|"Little Tree Labs"|"26.00"
"Soapnuts - single bag - 50 washes   "|"23850"|"4.05"|"Little Tree Labs"|"28.00"
"Soapnuts - single bag - 25 washes   "|"23851"|"2.34"|"Little Tree Labs"|"34.00"
"Aloe 99 Gel   "|"23852"|"15.90"|"Supply Everything Inc."|"13.00"
"Liquid Lavender Soap   "|"23853"|"12.89"|"Little Tree Labs"|"36.00"
"Citrus Soap Bar   "|"23854"|"28.70"|"Little Tree Labs"|"29.00"
"Lavender Soap Bar   "|"23855"|"26.90"|"Little Tree Labs"|"32.00"
"Original Hopi Ear Candles   "|"23856"|"6.25"|"Supply Everything Inc."|"28.00"
"Apricot Kernels    "|"23857"|"6.90"|"Supply Everything Inc."|"32.00"
"Apricot Kernels    "|"23858"|"5.10"|"Supply Everything Inc."|"33.00"
"Barley Grass - Powder   "|"23859"|"11.35"|"Supply Everything Inc."|"15.00"
"Barley Grass - Powder   "|"23860"|"5.30"|"Supply Everything Inc."|"30.00"
"Barley Grass - Vegan Capsules   "|"23861"|"11.40"|"Supply Everything Inc."|"28.00"
"Cacao - Nibs    "|"23862"|"3.70"|"Supply Everything Inc."|"16.00"
"Bee Pollen   "|"23863"|"10.80"|"Supply Everything Inc."|"20.00"
"Bee Pollen   "|"23864"|"6.10"|"Supply Everything Inc."|"4.00"
"Cacao - Powder   "|"23865"|"6.15"|"Supply Everything Inc."|"20.00"
"Cacao - Powder   "|"23866"|"3.65"|"Supply Everything Inc."|"19.00"
"Himalayan Crystal Salt   "|"23867"|"2.75"|"Supply Everything Inc."|"5.00"
"Maca - Vegan Capsules   "|"23868"|"12.50"|"Supply Everything Inc."|"26.00"
"Maca - Powder   "|"23869"|"4.00"|"Supply Everything Inc."|"10.00"
"Liquid Hand Soap - Lemongrass   "|"23870"|"15.85"|"Little Tree Labs"|"37.00"
"Almond Liquid Soap (1/4 case)   "|"23871"|"18.04"|"Little Tree Labs"|"33.00"
"Almond Liquid Soap (1/2 case)   "|"23872"|"32.75"|"Little Tree Labs"|"26.00"
"Citrus-Orange Liquid Soap (1/4 case)   "|"23873"|"22.04"|"Little Tree Labs"|"37.00"
"Citrus-Orange Liquid Soap (1/2 case)   "|"23874"|"29.85"|"Little Tree Labs"|"40.00"
"Lavender Liquid Soap (1/4 case)   "|"23875"|"15.74"|"Little Tree Labs"|"34.00"
"Green Tea Liquid Soap (1/4 case)   "|"23876"|"15.95"|"Little Tree Labs"|"28.00"
"Lavender Liquid Soap (1/2 case)   "|"23877"|"28.00"|"Little Tree Labs"|"24.00"
"Eucalyptus Liquid Soap (1/4 case)   "|"23878"|"21.00"|"Little Tree Labs"|"40.00"
"Eucalyptus Liquid Soap (1/2 case)   "|"23879"|"32.25"|"Little Tree Labs"|"30.00"
"Peppermint Liquid Soap (1/4 case)   "|"23880"|"15.45"|"Little Tree Labs"|"39.00"
"Green Tea Liquid Soap (1/2 case)   "|"23881"|"24.05"|"Little Tree Labs"|"34.00"
"Peppermint Liquid Soap (1/2 case)   "|"23882"|"30.45"|"Little Tree Labs"|"20.00"
"Rose Liquid Soap (1/4 case)   "|"23883"|"17.79"|"Little Tree Labs"|"40.00"
"Rose Liquid Soap (1/2 case)   "|"23884"|"29.85"|"Little Tree Labs"|"26.00"
"Tea Tree Liquid Soap (1/4 case)   "|"23885"|"19.00"|"Little Tree Labs"|"21.00"
"Tea Tree Liquid Soap (1/2 case)   "|"23886"|"30.25"|"Little Tree Labs"|"24.00"
"Almond Soap Bar   "|"23887"|"29.75"|"Little Tree Labs"|"29.00"
"Baby-Mild Soap Bar   "|"23888"|"23.25"|"Little Tree Labs"|"36.00"
"Citrus Soap Bar   "|"23889"|"29.55"|"Little Tree Labs"|"40.00"
"Almond Liquid Soap - single   "|"23890"|"8.45"|"Little Tree Labs"|"27.00"
"Citrus-Orange Liquid Soap - single   "|"23891"|"7.85"|"Little Tree Labs"|"29.00"
"Eucalyptus Liquid Soap - single   "|"23892"|"6.10"|"Little Tree Labs"|"30.00"
"Lavender Liquid Soap - single   "|"23893"|"7.30"|"Little Tree Labs"|"32.00"
"Peppermint Liquid Soap - single   "|"23894"|"6.95"|"Little Tree Labs"|"39.00"
"Rose Liquid Soap - single   "|"23895"|"8.00"|"Little Tree Labs"|"21.00"
"Tea Tree Liquid Soap - single   "|"23896"|"8.60"|"Little Tree Labs"|"22.00"
"Green Tea Liquid Soap - single   "|"23897"|"6.70"|"Little Tree Labs"|"31.00"
"Minty Lavender Shampoo/Bodywash    "|"23898"|"11.30"|"Little Tree Labs"|"39.00"
"Zingy Citrus Shampoo/Bodywash    "|"23899"|"11.65"|"Little Tree Labs"|"37.00"
"Minty Lavender Bubble Bath    "|"23900"|"13.60"|"Supply Everything Inc."|"22.00"
"Zingy Citrus Bubble Bath    "|"23901"|"13.15"|"Supply Everything Inc."|"3.00"
"Minty Lavender Body Lotion    "|"23902"|"17.65"|"Supply Everything Inc."|"14.00"
"Zingy Citrus Body lotion    "|"23903"|"18.10"|"Supply Everything Inc."|"14.00"
"Minty Lavender Handwash    "|"23904"|"15.55"|"Supply Everything Inc."|"6.00"
"Zingy Citrus Handwash   "|"23905"|"15.65"|"Supply Everything Inc."|"32.00"
"Gentle Kids Wipes    "|"23906"|"19.00"|"Supply Everything Inc."|"29.00"
"Natural Dead Sea Salts - bag (Third of a case)   "|"23907"|"13.05"|"Supply Everything Inc."|"13.00"
"Natural Dead Sea Salts - resealable container   "|"23908"|"4.70"|"Supply Everything Inc."|"31.00"
"Natural Dead Sea Salts - bulk tub   "|"23909"|"20.40"|"Supply Everything Inc."|"6.00"
"Peppermint & Tea Tree lip repair balm   "|"23910"|"27.45"|"Fruit Fly Teas"|"24.00"
"Rambling Rose lip, face, and body balm   "|"23911"|"27.45"|"Little Tree Labs"|"30.00"
"Sweet Geranium lip, face, and body balm   "|"23912"|"28.65"|"Little Tree Labs"|"38.00"
"Avocado Replenishing Cream   "|"23913"|"36.00"|"Supply Everything Inc."|"13.00"
"Rose Moisturiser   "|"23914"|"49.65"|"Supply Everything Inc."|"23.00"
"Creamy Coconut Cleanser   "|"23915"|"35.80"|"Supply Everything Inc."|"12.00"
"Lemon & Tea Tree Facial Wash   "|"23916"|"36.70"|"Fruit Fly Teas"|"28.00"
"Rose Petal Tonic   "|"23917"|"29.86"|"Supply Everything Inc."|"35.00"
"Citrus Fruit Tonic   "|"23918"|"36.59"|"Supply Everything Inc."|"16.00"
"Superfruit Concentrate   "|"23919"|"59.00"|"Supply Everything Inc."|"11.00"
"Hand & Body Lotion   "|"23920"|"31.65"|"Supply Everything Inc."|"31.00"
"Essential Care Rose Moisturiser - sample sachet - foc   "|"23921"|"0.00"|"Supply Everything Inc."|"20.00"
"Lavender Hand & Body Wash   "|"23922"|"22.40"|"Supply Everything Inc."|"28.00"
"Lemongrass Hand & Body Wash   "|"23923"|"21.25"|"Supply Everything Inc."|"5.00"
"Gentle Herb Shampoo   "|"23924"|"21.75"|"Little Tree Labs"|"30.00"
"Tea Tree Shampoo   "|"23925"|"20.50"|"Little Tree Labs"|"33.00"
"Organic BeeBalm Tea Tree Lip Balm   "|"23926"|"11.39"|"Fruit Fly Teas"|"32.00"
"Organic PureBee Sensitive Lip Balm   "|"23927"|"15.80"|"Supply Everything Inc."|"22.00"
"Atlantic Bath Salts with Aloe Vera   "|"23928"|"9.45"|"Supply Everything Inc."|"25.00"
"Green Barley Leaf powder   "|"23929"|"8.65"|"Supply Everything Inc."|"14.00"
"Green Wheat Leaf Powder   "|"23930"|"11.50"|"Supply Everything Inc."|"17.00"
"Fine Kelp Powder   "|"23931"|"6.30"|"Supply Everything Inc."|"31.00"
"Honeysuckers - Plain - UMF 15+ Manuka   "|"23932"|"43.15"|"Supply Everything Inc."|"22.00"
"Honeysuckers - Echinacea & Propolis - UMF 15+ Manuka   "|"23933"|"30.34"|"Supply Everything Inc."|"11.00"
"Dry Skin Baby Lotion Scent Free   "|"23934"|"26.20"|"Supply Everything Inc."|"15.00"
"Baby Salve - Lavender   "|"23935"|"30.34"|"Supply Everything Inc."|"16.00"
"Nappy Cream Baby Balm   "|"23936"|"38.25"|"Supply Everything Inc."|"33.00"
"Baby Wash & Shampoo - Chamomile   "|"23937"|"25.35"|"Little Tree Labs"|"26.00"
"Baby Wash & Shampoo - Lavender   "|"23938"|"21.05"|"Little Tree Labs"|"28.00"
"Nurture Body Lotion   "|"23939"|"51.69"|"Supply Everything Inc."|"27.00"
"Gentle Cleanse - face cleanser   "|"23940"|"60.25"|"Little Tree Labs"|"27.00"
"Day Solution SPF15 (day cream)   "|"23941"|"38.80"|"Supply Everything Inc."|"25.00"
"Rosemary Roll-On Deodorant   "|"23942"|"56.69"|"Supply Everything Inc."|"14.00"
"Aloe Vera Roll-On Deodorant   "|"23943"|"62.09"|"Supply Everything Inc."|"7.00"
"Vita Min Fix - day & night cream   "|"23944"|"55.90"|"Supply Everything Inc."|"12.00"
"Neutral/Scent Free 24 Hr. Cream   "|"23945"|"48.90"|"Supply Everything Inc."|"4.00"
"Neutral/Scent Free Hand and Body Lotion   "|"23946"|"52.84"|"Supply Everything Inc."|"30.00"
"Neutral/Scent Free Deodorant   "|"23947"|"52.34"|"Supply Everything Inc."|"16.00"
"Self Tan Lotion   "|"23948"|"65.10"|"Supply Everything Inc."|"26.00"
"Soft Lips No Scent SPF8    "|"23949"|"27.25"|"Supply Everything Inc."|"21.00"
"Shampoo Citrus (Aloe Vera) - organic children   "|"23950"|"30.20"|"Little Tree Labs"|"28.00"
"Bath & Shower Gel - Lavender - organic children   "|"23951"|"21.10"|"Supply Everything Inc."|"12.00"
"Shampoo Lavender - organic children   "|"23952"|"27.90"|"Little Tree Labs"|"24.00"
"Conditioner Lavender - organic children   "|"23953"|"22.05"|"Supply Everything Inc."|"32.00"
"Shave Now - Shaving Gel   "|"23954"|"30.65"|"Supply Everything Inc."|"5.00"
"Cool Down - Moisturiser   "|"23955"|"49.90"|"Supply Everything Inc."|"15.00"
"Cool Style - Shower Wash   "|"23956"|"30.04"|"Supply Everything Inc."|"24.00"
"Stay Cool - Deodorant   "|"23957"|"56.90"|"Supply Everything Inc."|"5.00"
"Lavender Children's 25SPF Sun Lotion   "|"23958"|"44.10"|"Supply Everything Inc."|"16.00"
"No Scent Children's 25SPF Sun Lotion   "|"23959"|"46.95"|"Supply Everything Inc."|"28.00"
"Sun Lotion SPF 15 + sun tan accelerator   "|"23960"|"56.85"|"Supply Everything Inc."|"32.00"
"25SPF Sun Lotion - no scent   "|"23961"|"49.09"|"Supply Everything Inc."|"11.00"
"After Sun Lotion   "|"23962"|"48.35"|"Supply Everything Inc."|"8.00"
"Daily Aloe Shampoo   "|"23963"|"33.65"|"Little Tree Labs"|"24.00"
"Daily Aloe Conditioner   "|"23964"|"32.50"|"Supply Everything Inc."|"12.00"
"Daily Aloe Shower Gel   "|"23965"|"31.55"|"Supply Everything Inc."|"26.00"
"Intensive Repair Shampoo   "|"23966"|"40.65"|"Little Tree Labs"|"28.00"
"Intensive Repair Conditioner   "|"23967"|"31.15"|"Supply Everything Inc."|"21.00"
"Irritated Scalp Shampoo (was ""Rosemary"")   "|"23968"|"33.25"|"Little Tree Labs"|"30.00"
"Moisturising Shampoo   "|"23969"|"43.34"|"Little Tree Labs"|"27.00"
"Moisturising Conditioner   "|"23970"|"35.44"|"Supply Everything Inc."|"5.00"
"Moisturising Shower Bath   "|"23971"|"34.65"|"Supply Everything Inc."|"26.00"
"Irritated Scalp Conditioner (was ""Rosemary"")   "|"23972"|"35.15"|"Supply Everything Inc."|"25.00"
"Clarifying Vitamin Shampoo   "|"23973"|"35.25"|"Little Tree Labs"|"20.00"
"Clarifying Vitamin Conditioner   "|"23974"|"39.30"|"Supply Everything Inc."|"30.00"
"Vitamin Shower Wash   "|"23975"|"37.25"|"Supply Everything Inc."|"22.00"
"Oy! Cleanse & Moisturise   "|"23976"|"32.35"|"Supply Everything Inc."|"10.00"
"Oy! Foaming Clear Skin Face Wash   "|"23977"|"45.00"|"Little Tree Labs"|"39.00"
"Oy! Cover & Clear Spot It!   "|"23978"|"31.60"|"Supply Everything Inc."|"34.00"
"Oy! Soft Glow Gradual Tan      "|"23979"|"35.20"|"Supply Everything Inc."|"15.00"
"Oy! Face The Sun SPF 15 moisturiser   "|"23980"|"44.60"|"Little Tree Labs"|"38.00"
"Make-Up Display Stand - filled   "|"23981"|"257.45"|"Supply Everything Inc."|"28.00"
"Pressed Mineral Powder - Caramel   "|"23982"|"12.70"|"Supply Everything Inc."|"34.00"
"Pressed Mineral Powder - Honey   "|"23983"|"10.75"|"Supply Everything Inc."|"14.00"
"Pressed Mineral Powder - Maple   "|"23984"|"12.10"|"Supply Everything Inc."|"31.00"
"Volumising Mascara   "|"23985"|"8.25"|"Supply Everything Inc."|"35.00"
"Concealer - Nude   "|"23986"|"6.35"|"Supply Everything Inc."|"33.00"
"Eco Lipstick - Candyfloss   "|"23987"|"7.35"|"Supply Everything Inc."|"6.00"
"Eco Lipstick - Cherry   "|"23988"|"7.30"|"Supply Everything Inc."|"30.00"
"Kabuki Brush   "|"23989"|"13.60"|"Supply Everything Inc."|"10.00"
"Herbacet - Herbal Hair Balsam - vegan    "|"23990"|"8.60"|"Supply Everything Inc."|"15.00"
"Herbal Head Lice Solution - vegan    "|"23991"|"6.80"|"Supply Everything Inc."|"21.00"
"Herbal Head Lice Solution Leaflets - foc   "|"23992"|"0.00"|"Supply Everything Inc."|"25.00"
"Queen of Sheba Spa Salt & Bath Milk"|"23993"|"15.45"|"Supply Everything Inc."|"11.00"
"Mmm Chill Out Gift Box"|"23994"|"34.55"|"Supply Everything Inc."|"34.00"
"Ooo Company Tonight Gift Box"|"23995"|"39.40"|"Supply Everything Inc."|"26.00"
"Zzz Relax/Sleep Gift Box"|"23996"|"43.15"|"Supply Everything Inc."|"13.00"
"Aloe Vera & Ylang Ylang Soap   "|"23997"|"5.90"|"Little Tree Labs"|"25.00"
"Chocolate Soap   "|"23998"|"6.10"|"Little Tree Labs"|"39.00"
"Tea Tree Soap   "|"23999"|"7.50"|"Little Tree Labs"|"26.00"
"Orange Soap   "|"24000"|"6.55"|"Little Tree Labs"|"35.00"
"Rosemary Soap   "|"24001"|"6.30"|"Little Tree Labs"|"28.00"
"Lavender Soap   "|"24002"|"5.60"|"Little Tree Labs"|"36.00"
"Neem & Propolis Soap   "|"24003"|"6.45"|"Little Tree Labs"|"23.00"
"Seaweed Soap   "|"24004"|"6.10"|"Little Tree Labs"|"21.00"
"Hemp,Lemongrass & Green Tea Soap   "|"24005"|"5.65"|"Little Tree Labs"|"25.00"
"Aloe Vera Soap   "|"24006"|"19.25"|"Little Tree Labs"|"33.00"
"Chocolate Soap   "|"24007"|"13.15"|"Little Tree Labs"|"27.00"
"Tea Tree Soap   "|"24008"|"15.30"|"Little Tree Labs"|"30.00"
"Orange Soap   "|"24009"|"15.40"|"Little Tree Labs"|"20.00"
"Rosemary Soap   "|"24010"|"16.15"|"Little Tree Labs"|"22.00"
"Neem & Propolis Soap   "|"24011"|"15.90"|"Little Tree Labs"|"25.00"
"Lavender Soap   "|"24012"|"13.85"|"Little Tree Labs"|"33.00"
"Seaweed Soap   "|"24013"|"14.35"|"Little Tree Labs"|"27.00"
"Hemp,Lemongrass & Green Tea Soap   "|"24014"|"13.50"|"Little Tree Labs"|"27.00"
"3in1 Wet Wipes   "|"24015"|"17.15"|"Supply Everything Inc."|"35.00"
"Hand Wash -Lavender & Geranium   "|"24016"|"16.20"|"Little Tree Labs"|"26.00"
"Hand Wash -Aloe Vera & Tea Tree   "|"24017"|"13.35"|"Fruit Fly Teas"|"29.00"
"Hand Wash - Pomegranate & Rooibos    "|"24018"|"11.85"|"Little Tree Labs"|"36.00"
"Hand Wash - Seaweed   "|"24019"|"13.29"|"Little Tree Labs"|"34.00"
"Seaweed Shampoo   "|"24020"|"14.20"|"Little Tree Labs"|"27.00"
"Chocolate Shampoo   "|"24021"|"14.85"|"Little Tree Labs"|"24.00"
"Ginkgo Biloba Shampoo   "|"24022"|"13.50"|"Little Tree Labs"|"36.00"
"Hemp & Meadowfoam Shampoo   "|"24023"|"16.55"|"Little Tree Labs"|"30.00"
"Jojoba Shampoo   "|"24024"|"14.35"|"Little Tree Labs"|"38.00"
"Rosemary Shampoo   "|"24025"|"12.79"|"Little Tree Labs"|"35.00"
"Aloe Vera Shampoo   "|"24026"|"12.29"|"Little Tree Labs"|"33.00"
"Neem & Propolis Shampoo   "|"24027"|"14.20"|"Little Tree Labs"|"29.00"
"Pomegranate & Rooibos Shampoo   "|"24028"|"11.35"|"Little Tree Labs"|"23.00"
"Lavender & Geranium Shampoo   "|"24029"|"11.95"|"Little Tree Labs"|"40.00"
"Tea Tree Shampoo (2% Oil)   "|"24030"|"13.95"|"Little Tree Labs"|"21.00"
"Bulk Hand Wash -Lavender & Geranium   "|"24031"|"37.95"|"Little Tree Labs"|"31.00"
"Bulk Hand Wash - Aloe Vera & Tea Tree   "|"24032"|"32.75"|"Fruit Fly Teas"|"40.00"
"Bulk Aloe Vera Shampoo   "|"24033"|"21.40"|"Little Tree Labs"|"33.00"
"Bulk Jojoba Shampoo   "|"24034"|"28.20"|"Little Tree Labs"|"26.00"
"Bulk Lavender & Geranium Shampoo   "|"24035"|"27.40"|"Little Tree Labs"|"28.00"
"Bulk Rosemary Shampoo   "|"24036"|"24.09"|"Little Tree Labs"|"30.00"
"Bulk Seaweed Shampoo   "|"24037"|"20.84"|"Little Tree Labs"|"38.00"
"Bulk Aloe Vera Conditioner   "|"24038"|"26.09"|"Little Tree Labs"|"27.00"
"Bulk Jojoba Conditioner   "|"24039"|"21.59"|"Little Tree Labs"|"40.00"
"Bulk Lavender & Geranium Conditioner   "|"24040"|"24.35"|"Little Tree Labs"|"22.00"
"Bulk Rosemary Conditioner   "|"24041"|"27.90"|"Little Tree Labs"|"37.00"
"Bulk Seaweed Conditioner   "|"24042"|"27.00"|"Little Tree Labs"|"34.00"
"Bulk Aloe Vera Shower Gel & Foam Bath   "|"24043"|"34.95"|"Little Tree Labs"|"39.00"
